id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,url_source,address
ChZDSUhNMG9nS0VJQ0FnSUNLX2U3TWVREAE,,a week ago,2021-04-23 21:22:22.068055,5.0,Manila Vorfa,0,0,https://www.google.com/maps/contrib/111129482441703185362/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChdDSUhNMG9nS0VJQ0FnSUNLdllfdThnRRAB,,a week ago,2021-04-23 21:22:22.071110,4.0,Abel Perez,0,0,https://www.google.com/maps/contrib/105148427317529183121/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChZDSUhNMG9nS0VJQ0FnSUNLcGVmSmVnEAE,"Love this place, but when it's not full which is almost never... I still enjoy coming here for grocery/household necessities. Cheap items and great quality! The staff isn't super friendly but they're good at doing their job so I give this Bj's a 4 stars!",a week ago,2021-04-23 21:22:22.074059,4.0,Marina S,0,0,https://www.google.com/maps/contrib/113520050691735084657/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChdDSUhNMG9nS0VJQ0FnSUNLLWZuR213RRAB,Relatively cheap but membership does cost a decent amount of money they don’t always carry the same stuff though which makes it hard when your shopping but can’t complain thanks for everything BJ,a week ago,2021-04-23 21:22:22.077058,4.0,Kevin Ward,0,0,https://www.google.com/maps/contrib/117307350676255063833/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChdDSUhNMG9nS0VJQ0FnSUNLenNLMjBRRRAB,,2 weeks ago,2021-04-23 21:22:22.080060,4.0,Jacob Kinch,0,0,https://www.google.com/maps/contrib/101377703403758559475/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChdDSUhNMG9nS0VJQ0FnSURBdXRxN2hnRRAB,THIS LOCATION GET VERY POOR MANAGEMENT.AND DISRESPECT. I CANCELED MY MEMBERSHIP. COSTCO IS THE WAY GO.,a month ago,2021-04-23 21:22:22.085095,1.0,Mikhaeil Mikhaeil,5,0,https://www.google.com/maps/contrib/117678631181124806876/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChZDSUhNMG9nS0VJQ0FnSUR5anJPVlBnEAE,I always buy things from this store. The thing that I mostly like about this store is that I can find the things that I need.,a month ago,2021-04-23 21:22:22.089095,5.0,Anvarjon Abdullozoda,7,0,https://www.google.com/maps/contrib/106358232384782384220/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChZDSUhNMG9nS0VJQ0FnSUR5dHFDbWZ3EAE,Huge store but they definitely need more cashiers. The lines are superlong. There’s parking but don’t expect to find any on a Saturday.,a month ago,2021-04-23 21:22:22.093082,3.0,Lee Stat,0,0,https://www.google.com/maps/contrib/101258251715337774782/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChdDSUhNMG9nS0VJQ0FnSUN5bGJUNV9RRRAB,"AVOID these cashiers: ""Kim"" and ""Maileen"" at all cost! They're extremely nasty and treat customers with horrible attitude. Bj's should be serious about training their staffs properly and how to deal with customers professionally in a …",2 months ago,2021-04-23 21:22:22.096083,1.0,Y T,1,0,https://www.google.com/maps/contrib/112898868537033700169/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChZDSUhNMG9nS0VJQ0FnSUN5NWRLZk1nEAE,In my opinion it's way better than Costco!,2 months ago,2021-04-23 21:22:22.100058,5.0,Daisy Diaz,4,0,https://www.google.com/maps/contrib/102625959869277966733/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChZDSUhNMG9nS0VJQ0FnSUN5d2RPa2RREAE,,2 months ago,2021-04-23 21:22:22.103059,5.0,Borislav Kulish,5,0,https://www.google.com/maps/contrib/117479210627024882064/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChdDSUhNMG9nS0VJQ0FnSUN5c1BMbW5BRRAB,Sorry for the review but honestly I been trying to get through to customer service on the phone for four hours no one answers the phone. I am from Staten Island don't want to waste a trip .,3 months ago,2021-04-23 21:22:22.106056,3.0,Patrick Calcagno,43,0,https://www.google.com/maps/contrib/102857819399658629553/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChZDSUhNMG9nS0VJQ0FnSURTdDlDWGVREAE,I called for assistance at BJ's (Bensenhust location) as I was having trouble placing my order on BJ's.com for shipment. My telephone number according to them was unacceptable. (Note: I've had it for over 5yrs).  After 3 or 4 attempts in …,3 months ago,2021-04-23 21:22:22.112058,1.0,Haydee Santana,3,0,https://www.google.com/maps/contrib/102854916822078980777/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChZDSUhNMG9nS0VJQ0FnSURTcDlPRFJnEAE,Extra friendly associates. Kim who works Customer Services is soo hot 🔥!,3 months ago,2021-04-23 21:22:22.116060,5.0,D. Leu,0,0,https://www.google.com/maps/contrib/118211725567549034703/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
ChdDSUhNMG9nS0VJQ0FnSURTb2R5U2pBRRAB,,3 months ago,2021-04-23 21:22:22.120060,4.0,Iris Bk Kitchen,0,0,https://www.google.com/maps/contrib/100789760807579579888/reviews?hl=en-US,"https://www.google.com/maps/place/BJ's+Wholesale+Club/@40.59222,-74.0002331,17z/data=!3m1!4b1!4m5!3m4!1s0x89c245a44c619dff:0x64c78fddcd50d81d!8m2!3d40.59222!4d-73.998044","1752 Shore Pkwy, Brooklyn, NY 11214"
